name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Debrecen,2025-01-13,3.1,-1,1,0.1,-5.8,-3,-2.3,78.9,0,0,0,,0,1.7,43.2,31.2,19.5,1034.3,51.2,9.8,66.8,5.8,3,10,2025-01-13T07:18:03,2025-01-13T16:06:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-14,2,-5.9,-2,2,-10.1,-4.3,-4.8,82.2,0,0,0,,0,1.9,21.6,16.2,29.7,1035.8,0,9.3,73.7,6.5,3,10,2025-01-14T07:17:28,2025-01-14T16:08:18,0.52,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-15,-0.9,-3.9,-2.4,-1,-9.1,-5,-3.1,94.8,0.003,100,4.17,"rain,snow",1.2,0.3,28.4,16.4,181.2,1028.2,64,5.2,27.1,2.3,1,10,2025-01-15T07:16:49,2025-01-15T16:09:40,0.55,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-16,-1,-2.9,-2,-2,-6,-4.3,-2.5,96.1,0,0,0,,0,0.1,13.7,11.1,182.2,1037.1,81.9,3.4,62.5,5.5,3,10,2025-01-16T07:16:08,2025-01-16T16:11:03,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-17,0,-2,-1.1,0,-6.4,-3.9,-1.9,94.6,0,0,0,,0,0.1,18.4,12.9,192.4,1041,98.7,3.6,36.7,3.3,2,10,2025-01-17T07:15:25,2025-01-17T16:12:27,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-18,0.1,-0.9,0,0.1,-2.8,-0.4,-0.9,93.9,0.002,100,4.17,"rain,snow",0,0,13,5.4,285.4,1036.4,100,3.6,44.4,3.7,2,10,2025-01-18T07:14:39,2025-01-18T16:13:52,0.65,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-19,-0.9,-1,-0.9,-0.9,-4.7,-2.4,-1.4,96.9,0,0,0,,0,0,16.2,11.1,49.5,1031.5,100,6,39.4,3.3,2,10,2025-01-19T07:13:50,2025-01-19T16:15:18,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-20,-0.9,-1.9,-1,-0.9,-5.4,-2,-1.6,95.8,0,0,0,,0,0,14,9.3,74.8,1028.6,99.6,4.7,39.7,3.5,2,10,2025-01-20T07:13:00,2025-01-20T16:16:46,0.71,Overcast,Cloudy skies throughout the day.,cloudy,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-21,0,-1.9,-1,0,-5.4,-2.7,-1.4,97.3,0,0,0,,0,0,15.5,9.4,356.9,1020.9,99.8,3.9,31.9,2.6,1,10,2025-01-21T07:12:06,2025-01-21T16:18:14,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-22,1.1,-0.2,0.2,0,-3.5,-2.2,-0.3,97.5,0.137,100,8.33,"rain,snow",0.7,0.3,14.8,10.9,205.3,1019.2,99.1,4,23.4,2,1,10,2025-01-22T07:11:11,2025-01-22T16:19:43,0.77,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-23,7,0.1,4,5.2,-3.5,1.5,2.8,92.3,0.067,100,8.33,rain,0,0,27.4,20.5,144.7,1014.5,94.1,6.7,11,1.1,0,10,2025-01-23T07:10:13,2025-01-23T16:21:12,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-24,6.1,-0.8,3.6,5.1,-1.5,1.6,3.3,98,0.047,100,12.5,rain,0,0,20.2,21.9,249.5,1017,86,2.8,29.1,2.5,2,10,2025-01-24T07:09:12,2025-01-24T16:22:43,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-25,9.1,-0.9,3.6,8.5,-4.6,1.8,2.3,91.6,0.005,100,4.17,rain,0,0,18.4,12.8,97.2,1021.4,54.8,5.2,66.7,5.7,3,10,2025-01-25T07:08:10,2025-01-25T16:24:14,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-26,11.1,-0.8,4.4,11.1,-4.1,2.5,1.7,83.5,0,0,0,,0,0,31.3,25.5,151.5,1017.3,22,9,68.9,6,3,10,2025-01-26T07:07:05,2025-01-26T16:25:45,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-27,13.1,1.1,8.3,13.1,-2.2,7,4.3,77.2,0,0,0,,0,0,37.4,25.8,175,1014.1,48.9,9.8,82.2,7.1,4,10,2025-01-27T07:05:58,2025-01-27T16:27:17,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-28,16.1,9.1,11.9,16.1,6.3,11.4,5.1,63.7,0,0,0,,0,0,37.1,25.7,173.8,1008.5,63.6,10.2,46,3.9,3,10,2025-01-28T07:04:49,2025-01-28T16:28:50,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-29,14,5.1,9.3,14,3.4,8.2,6.2,82,0.129,100,4.17,rain,0,0,37.4,25.8,195.1,1013.9,42.5,9.6,88.6,7.5,4,10,2025-01-29T07:03:38,2025-01-29T16:30:23,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-30,13,1.1,6.4,13,-1.3,5.6,3.3,81.2,0,0,0,,0,0,15.8,7.6,59.5,1019.9,45.1,9.9,55.5,4.9,2,10,2025-01-30T07:02:25,2025-01-30T16:31:56,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-01-31,11.1,0.2,6.4,11.1,0.2,5.4,5.2,92.5,0,0,0,,0,0,25.6,18.2,199.8,1022.9,61.2,5.8,51.6,4.5,2,10,2025-01-31T07:01:10,2025-01-31T16:33:30,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-01,8.1,-0.9,4.2,7.4,-2.8,1.3,-2.7,62.1,0,0,0,,0,0,27.4,30.9,27.2,1029.5,28.5,9.6,97.1,8.2,4,10,2025-02-01T06:59:53,2025-02-01T16:35:04,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-02,2,0.1,0.8,1.1,-4.2,-2.1,-0.3,92.4,0.058,100,4.17,"rain,snow",1.7,0.6,21.6,20.1,43.6,1025.5,87.4,5.9,43.8,3.8,2,10,2025-02-02T06:58:34,2025-02-02T16:36:38,0.14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-03,4.1,-2,0.8,1,-4.8,-1.5,-2.1,82.5,0,0,0,,0,0,31,22,5.3,1026.5,36.2,7.5,91,7.9,4,10,2025-02-03T06:57:13,2025-02-03T16:38:13,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-04,3.1,-3.9,-0.6,0.1,-6.6,-2.5,-3.6,80.7,0,0,0,,0,0,19.8,14.5,341.3,1031.2,50.2,9.1,85,7.3,4,10,2025-02-04T06:55:51,2025-02-04T16:39:47,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-05,4.1,-3.9,-0.1,3,-6.2,-1.1,-2.2,86.4,0,0,0,,0,0,18,11,238.1,1033.2,12.8,6.5,78.3,6.8,3,10,2025-02-05T06:54:26,2025-02-05T16:41:22,0.25,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-06,6,-2.9,1.9,2.6,-5.4,-1.9,-2.4,74,0,0,0,,0,0,33.1,25.6,20.4,1035,1.5,8.2,97.8,8.3,4,10,2025-02-06T06:53:01,2025-02-06T16:42:57,0.28,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-07,5.1,-1.9,1.3,3.1,-5.9,-1.8,-2.8,74.6,0,0,0,,0,0,20.5,18.2,64,1036.5,40.9,8.9,68.1,5.9,3,10,2025-02-07T06:51:33,2025-02-07T16:44:31,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-08,7,-4.9,0.5,6.2,-8.3,-1.3,-4.8,70.7,0,0,0,,0,0,16.6,12.8,50,1035.5,31.5,10,102.1,8.9,4,10,2025-02-08T06:50:04,2025-02-08T16:46:06,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-09,6,-6.8,-1,5.1,-7.3,-1.4,-4.3,79.6,0,0,0,,0,0,11.2,5.4,174.9,1033.1,14.6,7.5,105.9,9.3,4,10,2025-02-09T06:48:33,2025-02-09T16:47:41,0.39,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-10,7,-5.9,-0.1,6.2,-6.2,-0.6,-4.2,76.2,0,0,0,,0,0,13.7,7.6,76.8,1029.9,0.1,6.5,113.5,9.8,5,10,2025-02-10T06:47:00,2025-02-10T16:49:16,0.42,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-11,6,-6.9,-1.1,6,-8.3,-2.2,-4.9,76.7,0,0,0,,0,0,15.5,11,71.1,1030.3,0,7.2,116.5,9.9,5,10,2025-02-11T06:45:27,2025-02-11T16:50:50,0.46,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-12,5,-6.9,-1.4,5,-10.7,-2.6,-7.1,67.7,0,0,0,,0,0,13,7.6,67.5,1028.1,28.3,7.8,110.3,9.3,4,10,2025-02-12T06:43:51,2025-02-12T16:52:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-13,2.1,-1,0.3,0.6,-4.2,-1.7,-1.6,87.4,0.007,100,8.33,"rain,snow",1.2,0.6,16.2,14.5,99.5,1021,83.4,6,26.9,2.5,1,10,2025-02-13T06:42:15,2025-02-13T16:53:59,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-14,5,1.1,2.6,4,-5.7,-0.5,1.3,91.1,0.13,100,12.5,"rain,snow",0,0.1,42.5,36.5,34.9,1014.9,97.4,5.4,20.7,1.9,1,10,2025-02-14T06:40:37,2025-02-14T16:55:33,0.56,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-15,2,-3,-0.7,-2,-10.2,-5.6,-8,58.5,0.023,100,8.33,"rain,snow",0,0,45,40.1,11.2,1021,30.1,10,127.4,10.9,5,10,2025-02-15T06:38:57,2025-02-15T16:57:07,0.59,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow clearing later.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-16,1.1,-4.9,-1.5,-0.6,-9.9,-3.7,-7.5,64.7,0,0,0,,0,0,22,12.8,29.8,1021.4,47.2,10.4,88.8,7.6,4,10,2025-02-16T06:37:17,2025-02-16T16:58:41,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-17,2,-6.9,-2.9,-1.2,-12.4,-7.2,-9.2,63.1,0,0,0,,0,0,31,22.1,25.7,1024,11.5,10.2,132.9,11.5,5,10,2025-02-17T06:35:35,2025-02-17T17:00:15,0.66,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-18,1.1,-9.9,-3.8,-1,-9.9,-5.8,-10.5,62.5,0,0,0,,0,0,21.6,14.7,338.3,1026.6,37.6,9.3,112.2,9.7,5,10,2025-02-18T06:33:52,2025-02-18T17:01:48,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-19,2,-8,-2.9,-0.2,-12,-5,-9.5,61.7,0.003,100,4.17,"rain,snow",0,0,20.9,12.8,345.4,1032.6,27.7,9.7,104.1,8.9,4,10,2025-02-19T06:32:08,2025-02-19T17:03:21,0.72,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-20,4,-10.9,-3.1,4,-10.9,-3.9,-9.2,66.4,0,0,0,,0,0,15.1,9.4,67.5,1034.2,7.1,8.3,132.9,11.4,5,10,2025-02-20T06:30:23,2025-02-20T17:04:54,0.75,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-21,4.1,-8,-2.3,2.8,-11.9,-3.9,-9.2,62.3,0,0,0,,0,0,16.9,14.6,104.5,1035.4,0.9,8.3,138.7,11.8,5,10,2025-02-21T06:28:36,2025-02-21T17:06:27,0.79,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-22,5,-8.9,-2.2,3.9,-8.9,-2.9,-8.4,65.4,0,0,0,,0,0,18,9.3,66.8,1032.5,7.5,8.2,140.3,12,5,10,2025-02-22T06:26:49,2025-02-22T17:07:59,0.82,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-23,6.1,-6.8,-0.7,5.1,-6.8,-1.2,-7.1,65.3,0,0,0,,0,0,13.7,9.1,251.3,1031,31.1,8.5,121.1,10.5,5,10,2025-02-23T06:25:01,2025-02-23T17:09:31,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-24,4.1,-2.9,0.7,4,-5.4,-0.9,-4.7,67.8,0,0,0,,0,0,19.8,11,160.7,1029,68.1,9.6,100.7,8.6,4,10,2025-02-24T06:23:11,2025-02-24T17:11:03,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-25,10,-0.9,3.3,10,-2.5,2.2,-2.3,67.9,0,0,0,,0,0,14.4,11,62.8,1022.8,41.2,8.7,92.9,7.9,4,10,2025-02-25T06:21:21,2025-02-25T17:12:35,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-26,13,-2.9,5,13,-6,3.5,-0.6,69.3,0,0,0,rain,0,0,14.8,11,54.9,1018,23.5,7.7,98.9,8.6,4,10,2025-02-26T06:19:30,2025-02-26T17:14:06,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-27,15.1,5,9.4,15.1,2.9,8.8,2.4,62.9,0,0,0,rain,0,0,18,9.3,50.7,1016.9,59.2,9.8,101.5,8.7,4,10,2025-02-27T06:17:38,2025-02-27T17:15:37,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-02-28,8,4,6.4,6.3,1.7,4.3,5.2,92.2,0.005,100,4.17,rain,0,0,23,16.6,198.6,1019.1,72.8,6.6,48,4.1,2,10,2025-02-28T06:15:46,2025-02-28T17:17:08,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-01,8,-0.8,3.6,8,-2.5,2.7,2.6,94,0.032,100,4.17,rain,0,0,20.2,9.4,205.6,1024.6,72.2,4,94.8,8.2,4,10,2025-03-01T06:13:52,2025-03-01T17:18:38,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-02,8,-1.9,3.3,6.1,-4,1.3,-0.9,75.5,0,0,0,,0,0,34.9,22,14.1,1027.8,47,8.7,109.3,9.5,4,10,2025-03-02T06:11:58,2025-03-02T17:20:08,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-03,9,-3.9,2.8,9,-6.2,1.3,-2.3,71.6,0,0,0,,0,0,18,9.4,68.2,1028.3,7.9,9.3,151,12.9,6,10,2025-03-03T06:10:03,2025-03-03T17:21:38,0.12,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-04,12.1,-2.9,4,12.1,-5.1,3.7,-1.5,70.7,0,0,0,,0,0,18,9.3,324.9,1027.2,2,8.5,162.3,14,6,10,2025-03-04T06:08:08,2025-03-04T17:23:08,0.16,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-05,16,-2.9,5.9,16,-5.9,5.1,-0.8,65.9,0,0,0,,0,0,20.5,11.1,176,1028.6,1.7,8.5,166.6,14.4,6,10,2025-03-05T06:06:12,2025-03-05T17:24:37,0.19,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-06,19.1,-1.8,8,19.1,-3.8,7.7,-1.1,58.6,0,0,0,,0,0,14.8,7.6,44.1,1027.8,0,8.4,171.1,14.6,6,10,2025-03-06T06:04:15,2025-03-06T17:26:06,0.25,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-07,21,0.1,10,21,-1.7,9.3,-1.6,50.7,0,0,0,,0,0,15.8,7.6,45.1,1022.3,17,9.5,166.6,14.4,6,10,2025-03-07T06:02:18,2025-03-07T17:27:35,0.26,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-08,22,1.1,10.6,22,-0.1,10.3,-2.3,45.2,0,0,0,,0,0,15.5,7.6,26.5,1016.7,14.2,9.8,174.3,15.2,6,10,2025-03-08T06:00:20,2025-03-08T17:29:03,0.3,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-09,19.1,0.1,9.2,19.1,-1.7,8.6,-1.7,49.7,0,0,0,,0,0,16.6,14.5,58.4,1012.6,17,9,173.4,14.9,6,10,2025-03-09T05:58:22,2025-03-09T17:30:31,0.33,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-10,20,0.2,11.3,20,-1.5,10.9,0.8,52,0,0,0,,0,0,38.9,31.4,191,1008.2,38.8,9.3,157.5,13.6,6,10,2025-03-10T05:56:23,2025-03-10T17:31:59,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-11,15,5.2,10.1,15,2.4,9,7.7,86.2,0.262,100,8.33,rain,0,0.1,31,18.1,200,1005.3,78,8.1,71.9,5.9,3,10,2025-03-11T05:54:24,2025-03-11T17:33:27,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-12,18.1,8.1,12.9,18.1,6.5,12.3,9.4,80.8,0.129,100,8.33,rain,0,0,37.4,20.5,171.8,1003.8,66.7,9.3,153.5,13.2,6,10,2025-03-12T05:52:25,2025-03-12T17:34:55,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-13,18,9.1,13.4,18,8,13.3,9.2,76.9,1.066,100,8.33,rain,0,0,74.2,46.2,198.4,997.2,73.4,10.3,101.9,9.1,5,10,2025-03-13T05:50:25,2025-03-13T17:36:22,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-14,17.1,6.2,12.3,17.1,3.6,11.6,8,76.2,0.058,100,8.33,rain,0,0,47.2,25.8,181.5,1005.2,66.2,10.5,127.8,11,6,10,2025-03-14T05:48:25,2025-03-14T17:37:49,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-15,12.2,4,7.3,12.2,0.4,4.7,5.9,91.3,2.424,100,16.67,rain,0,0,49.3,25.5,26.7,1009.2,82.8,9,62.7,5.4,3,10,2025-03-15T05:46:24,2025-03-15T17:39:16,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
